Vol.272 2026年了，怎么还有人要做中国版Airbnb？
[01:14:44] 就是这些品牌本来也可以去投旅行博主只不过就是增加了你这样一个中介商就把这个东西变成了大家一起赚钱对你投一个旅行博主呢那个场景就非常单一对吧在家里拍一个枕头的但你投旅行博主在我这儿就可以是旅行博主出去玩的时候睡到了这个整个听上去就是更丰富了一些对但这个你又不会觉得最后会形成一个什么局面就是我能想象一个房间里面所有东西都是赞助的
[01:15:13] 挺好的呀因为它毕竟不是分众传媒的那种广告就是在电梯里要冲着你吼每一样东西都是你真实要使用的而且比如我们送给大家的米平常我们买米一般都六块八块都算不错的米了那我们送给房东的米是18块钱一斤什么米呢18块钱一斤我是通过松这个米我才知道米也有单一产地这个概念
[01:15:39] 云南的大米确实很好吃的然后我们甚至沐浴露这些都是送给大家的然后都比普通大家能买的东西要贵或者可以这么说就是我们普通人反正你日常生活你总是没有办法避免和这些消费品产生关联就是它本身也带牌子只不过你现在把它牌子的利用价值提高了你的房客里面有意识到这个问题的人吗对大家意识到因为房间里面品牌们现在会放一些物料
[01:16:06] 就是他发现这个房间的广告位确实有一点多以及所有的东西看上去都是很好用不起的没有用过的东西是这样吧对你像那些大米就会邀请房客一起吃然后饮料都是放在冰箱里给房客喝的然后枕头旁边会放一个这是什么枕头的介绍然后地毯送地毯会在客厅里面放一张海报你的房东会因此感到困扰吗就自己家变成广告位这个事情我将来是会限制大家领东西的数量就是你最多在家里
[01:16:34] 就是准备几个广告位置放个30个30个广告位已经很多了你这是一个长久的策略吗还是说一个暂时的增长策略在早期看来就是一个你短期为了平衡所谓的平台治理和流量来源的一个平衡之计长期来看我不确定它会不会变成另一个收入的增长来源因为理论上现在这些房东是可以通过房间里面这个东西被房客买走之后抽佣的
[01:17:03] 对然后他们有些人的这个佣金甚至比房费还要高就卖香水卖什么的那他不是在房间里直接开直播了对就可以这样他们就让直播让我来卖这个东西也可以是吗对然后但如果这个事情是成立的那以后成规模的话理论上所有的佣金可以在平台这边来分配那我是不是也能收扣明费简单说就是以后以后这个钱万一更多就是大家怎么重新分的问题对最后再聊一个因为你
[01:17:32] 你到現在有第二個員工嗎沒有
[01:17:34] 朋友们这是真正的OPC我们来了解一下这个OPC就是是怎么运行起来这一开始是不是因为工作量没有那么大所以说一个人也可以做我自己是觉得不太建议来OPC是因为你如果单纯就干一个具体的工作那可能就我们以前叫个体也没什么区别对吧你可能做文案做什么的但如果你要做成一个公司化运营如果你不是在行业里面经营比较久就其实表面这些事情比如搭架构然后做交易做履约
[01:18:03] 写代码平台这些事情都是简单的都是简单的对难的事情是背后有一整套关于合规然后关于这个业务本身的逻辑那些事情你要去搭建包括数据等等我觉得那个事情如果不是你在一个行业里面待过很久的时间可能每一步对你来说都是就要花很长时间去理解所以说你能做OPC是因为你这些东西你都知道是因为我就干过这个事
[01:18:30] 但是后来还是上了很多AI是吗对AI肯定是有很多的要帮忙比如说简单的来说代码这些事情肯定有很多部分都被AI化了然后但今天我刻意保持了它的简陋都不能叫简单是因为房东和房客有很多还是早期适用者他们还并不知道就如何成为一个房东和成为一个房客所以你用一个最简单的状态就一点进来一看是这个东西好下单
[01:18:57] 就可以的过程然后具体你要真的有什么需求你们自己去聊给你们自己去聊就是前端的交互把它做得极其简陋但是你在后端做数据结构然后做数据结构和前端之间的数据的交互之后你会用AI做比较精确和复杂的一些所谓的结构的代码吧然后除了这些工程类型的东西还在慢慢地把它用到大家日常的使用当中比如说之前我一直是没有搜索的
[01:19:24] 大家只能点一个城市然后在这个城市里面去浏览它有刻意也有这个没办法的一面没办法就是因为我没有能力把它做那么惊喜然后刻意的原因是因为一个城市的房间没那么多你一搜你两页也就看完了对你一搜就没了而且因为大家都是真的居住在这个房间里面每个人都不一样我也希望房客们能多看几个这个指标在Airbnb早期非常重要就平均每个房客每天看多少个房间
[01:19:51] 就是他选的越久反而是越好的事情对在早期反而是越好的事情这个是为什么因为说明他不在你这追求标准的
[01:20:01] 这个订单的就是想看看你这个到底有什么东西对他就是好奇然后这个种在他心里面的好奇将来可能会催他去转化他会看见这个房间里面居然有这么几只猫那个房间有什么狗然后这个房间离哪个地方很近这个姐姐居然是个咖啡师就这些事情会很吸引人他其实就是展现了平台的多样性而这个事情被用户深刻的认知到对
[01:20:25] 而这个事你一旦在交互上做的比较标准化就会极大的压缩就比如说携程一个用户可能平均只待六分钟看五六个酒店就会预定一个因为你已经确定了你要去哪里我觉得在携程上待六分钟已经会对人这个精神造成你伤害很累啊就是真的选择很多
[01:20:45] 但Airbnb在早年的时候一个用户甚至要待够30分钟然后可能要看60个房间然后他跟房东进行两天的交流才会下定是的在早期的咸鱼这个数据也很重要就是大家尽量不要直接买而是先逛逛所以叫逛咸鱼这个道理就是你们当年这些运营的恶毒的策略是这样吗我们运营过什么类似咸鱼奇货这样的栏目让大家看一些古代的龙月球的图都是你们干的是吗对
[01:21:15] 然后剩下的就现在慢慢通过AI去专业化就要把我们的数据做Rug然后就把数据做一些结构化然后当大家比如说房东写他在某个地铁站附近但我们只能搜这个地铁站才能搜到他然后这个模糊搜索就能出现说当你搜那个地铁站附近的一家咖啡店或者一个景点的时候他可能也能被推荐在里面并且跟之前的模糊搜索智能搜索的区别是它会对你产生一些记忆
[01:21:40] 就比如我们的房东有很多都是女生房客也是女生当你搜警线女的时候那也许以后出现的就全都是女生的房东就不用在我书警线女这个事情就可以了这就是我们刚才提到的没有把它做成像美团和携程那样一进来就要点选很多的标签去筛选因为当时我们在美团的时候做这个标签系统那是个非常魔人的事情就首先你要定义什么东西能够被写成标签比如说这个标签叫游戏机
[01:22:07] 那游戏机下面有PS4和PS5还有Switch你要给额外的标签然后这个Switch你还要分什么Switch Lite这样就这个事情无法穷尽到最后就会变成一个对用户和房东来说都变成巨大的负担其实用户一般来说做筛选他也基本上只用几个很常用的比如说价格带然后区域大家是被平台搞成这样的是被平台搞成我只看这几个
[01:22:34] 但它就不支持你比如我想住在一个做面包的房东家里面但是现在你的平台上是可以提这样的需求是的这个是通过AI实现的吗对这个通过AI实现但这个现在没全量上线我还在测它就是类似于我可以用自然语言提出一个相对来说偏个性化的住宿的需求对你可以包括原来比如说我对于价格带和区域的这种常规需求也可以提出我的个性化需求你可以都加进来然后它会跟你在上面的浏览数据你的订单数据
[01:23:04] 然后变成你的记忆它就不只是你每次进来都重新要说一遍就是这个其实跟原来的比如说平台的所谓的流量谁给钱最多我往前给你拍这个思路是完全不一样它还是推一个更适合你的是的
[01:23:17] 那天猫和携程这到最后其实都是谁能够付更多的钱谁就能够遇到更多的客人是但次卧你就一间房间你推广它干啥呢但这个样子会导致就确实是体验会差别非常的大是的这个方差会非常大但它最后下定的那个速度就会快很多但我们就但你回到这个平台我们就说最早
[01:23:40] 采访之初我们提过一句说十家好餐厅九家在酒店里面那十个好的住宿体验我觉得九个可能都是从携程上预定到了酒店但是最好的那一个你能遇到的可能会在这些非标的住宿里面这么有信心因为我自己确实有过很好的这样的体验我住过大概500个晚上的Airbnb然后现在又住次卧住了300多个晚上你确实会遇到一些非常非常印象深刻的房东和房子
[01:24:04] 举个例子广州有一个房间然后叫黎明花园然后房东本身之前是在大厂然后就被裁了然后就遇到一些这个人身困难有房贷这些压力但他跟他的老婆又都是确实非常热爱他的生活大家在小程序上搜广州就能看到他们那个房间叫黎明花园你走进他的房子的时候每个人都会被他房间的美给惊讶到就他从里到外他有个60平的室外花园但是跟房间连通的
[01:24:32] 然后它从户外到户内都充满了植被并且它有自己搭配色彩的一些哲学非常美丽这个就是完全从搭配上
[01:24:48] 他就一百多块钱对我就是感觉如果你在AI B&B上做这个策略是非常合理的是的然后他还给你提供早餐然后你可以跟他一起聊天然后他就因为失业在家以后就天天开始拍视频就记录自己家里面他倒腾这些植物家居现在终于有一天成为了一个三万多粉四万粉的家居博主然后成为的这个过程也非常因为我一直在跟踪他这个过程曾经还试图把他故事写出来他是有一天想要买一个柜子但是买不起
[01:25:17] 不能叫买不起来就是有点贵他在淘宝上跟那个卖家说你能不能给我便宜点我帮你拍个视频然后卖家给他便宜了200块钱然后柜子寄给他他拍这个柜子就爆了然后卖家后来又多给了他一些
[01:25:31] 这就是漂亮的房子里面的然后房东里面也有很多你会遇到很多之前在他可能不在北上广深
[01:25:59] 确实这样听起来的话确实比酒店的这个感觉要差别非常大我也可以理解你为什么说最好的那个体验有可能是在不是在酒店的场景是的而且你其实提供了一个很好的一个价格带你其实完全可以做一个很小成本的一个冒险试一下不开心走嘛也不会亏太多这个事情会一直做吗
[01:26:23] 我觉得今天看来我肯定会再做它好几年然后直到做到它某一天变成全部二房东就比如说二房东可能到一个什么样的比例你会觉得这个事情就差不多了或者我们到一个增长的上限二房东超过30%就会迅速的进入就会有更多的二房东在这之前社区还能跟他们抗论我现在上面没有二房东但你抗拒不了里面有些房东会逐渐成长为那样其实我也觉得这个事情取决于到底
[01:26:52] 所谓的现在这个垃圾时间要持续多长它如果一直持续那可能因为客观上来讲就最大的那个数中国现在控制的次卧有超过四亿间就我们过去这几十年造了太多的商品房然后就算比较狭义的这个年轻人愿意分享自己的家其实我的房东里面有百分之十几是那种退休的就五十多岁六十多岁的阿姨和叔叔们但最狭义的二十五到四十岁的这群年轻人也有大概四五千万间这样的次卧
[01:27:21] 是可以用出来分享的你就算再砍一个非常高的比例比如千分之一那可能也有一个十万间左右的房间最后可以去尝试做这样的事我觉得起码还能再做个三四年这个存量过于的大以至于这个事情确实还可以做很多年对就哪怕它是一个极其小众的事实际上到今天为止爱比营在全球范围内都是个很小众的事情还是很小众使用过它的人占全球人口的不到百分之之前我觉得数是百分之二点几
[01:27:51] 它跟booking还隔着漫长的渗透那这样停下去确实还可以再做蛮多年但是如果说这个事情确实最后增长到底了以后你的下一步会去做什么我可能就自己开个酒店什么样的酒店呢
[01:28:07] 你按照今天的想法来说因为我之前做投资的时候其实全国各地去看新开的酒店我觉得那个时候做消费投资的人可能大部分在看电商上卖的东西然后在到处找这样的酒店包括后来去让一些开酒馆的朋友们也股东他们去开酒店对吧然后这个阶段其实因为城市更新然后市区内出现了大量的
[01:28:30] 可能全季看不上的那种物业然后也就它的本来的体量可能不够大它出不来150间房以上但可能本来的面积大概在2500平到5000平然后但它本身也许是一个老的宾馆或者宿舍或者是一个办公楼也就它的结构相对于比较好改成一个酒店那这样的房子又有大量的是在比较核心的市区范围之内也就是成都的什么一环内有大量这样的房间这样的楼
[01:28:58] 然后这样的楼你可以把它们拿下来改造成按照你自己的想法为别人提供所谓Hospitality的一个酒店的空间它既满足在市区内但同时又不是在地价高昂的地方它们一般都在一线商圈三线的位置对周边的街道上然后这个时候你又可以像我们做品牌合作一样把很多的东西塞在里面然后也许还会有一些政府的补助然后再加上软装是大家给
[01:29:26] 所以其实你做出来这个酒店可能都不需要花多少钱但是只做一个酒店还是说你以后会做一个小的连锁我觉得有机会的话它可能会变成一个连锁的品牌因为酒店还是比线上它的周期要更漫长一些你可能有大概十几年的窗口期开始去做你的第一家酒店而实际上我们现在耳熟能详的一些所谓奢华酒店
[01:29:49] A1的时候就是从这样的小的旅馆改起来的比如说四季它可能第一天就不是一个超豪华酒店比如说今天日本的红西诺亚它在早年其实就是个旅馆
[01:30:00] 我觉得你就是一直显得就是对未来都很有信心这是因为你年纪本身不大的原因吗年纪也不算小了吧90头的人然后我觉得核心还是
[01:30:12] 我经历过比如像汶川地震我的家乡经历过这样的事情我觉得那次对人的改造和冲击会比较大就是短时间内密集地见生死就这个事情会对你后来的很多决定带来很大的影响然后其次是我觉得疫情前前后后我都创过业在大厂工作所以去理解疫情这件事情本身可能
[01:30:35] 会从除了它是一个疾病之外的我觉得它掩盖了很多别的事情我觉得这些经历可能会让你觉得反正都没死嘛反正都还好地活着
[01:30:49] 那能怎么样呢活着人会有新的想法只要活着就会有新的想法只要你还能折腾着动而且这个阶段你确实也不像五六十年代的人稍微折腾一下可能人就真没了可能就吃不上饭这种
[01:31:05] 但我确实有很多的房东和房客因为大家都是95后大家会经常来问我这些问题说我可能是他们见过的最乐观的一个人但我会觉得这个原因是你如果站在一个95后的视角来看现在的事情你会觉得一切都非常的悲哀因为他们从小成长到大的环境都是急速向上每一年都在发生好的变化然后他们一毕业你告诉他我们现在要开始K型分化
[01:31:34] 而它又是K型的分化里面的下面那一撇然后你跟他们一聊现在很多房客比如刚毕业然后一聊就说今年又毕业了1270万大学生但GDP带来的新增就业只有800万而且是在现在这种你做个什么事也不会有人站出来说指指点点觉得你这个事做得不好不对的时代大家都自顾不暇我觉得反而是琢磨琢磨可以做点事的时候最后我建议
[01:32:02] 我们上次聊天的时候你说你可能最后你的目之名相要写一句话就是服别人睡好觉的人你觉得这个就是听上去非常跟你整个人生的经历一以贯之这个会成为你的目标吗或你觉得成为就达成这个目标还有哪些你可以再做的事情
[01:32:21] 我觉得现在先比如说狭义上来说让大家睡好觉肯定是一个好的房间好的服务广义上睡好觉是比如对这些房东来说这个月能多2000块钱他可能就能睡好觉那就是我现在做这个平台我觉得我自己坚持的意义那最后是个大平台还是就慢慢的被淘汰了我觉得都没关系然后那之后如果我的比如激素分泌水平就大脑的转动速度都不像现在这么旺盛的时候那我可能就开一间自己的酒店
[01:32:51] 那就把自己之前学习到的和经历过这些关于hospitality的事情放在那个酒店里面好那我们今天就聊到这里非常谢谢谭丁然后不作为广告但是就是作为朋友推荐一下他的这个小的项目叫一间次我非常简陋的小程序大家可以去试用一下好谢谢大家谢谢拜拜拜拜
